,Yield,Yield_err
2.17487,4.9243557600000003e-14,4.14711342e-15
2.19472,7.012979280000001e-14,5.0040873e-15
2.19979,4.41035406e-14,3.71008782e-15
2.2054,4.0000818600000004e-14,2.9378277e-15
2.22465,6.89173992e-14,4.4175790800000005e-15
2.2294,7.479786060000001e-14,5.04639612e-15
2.29173,9.082731240000001e-14,5.74961004e-15
2.29393,9.62164404e-14,5.23331748e-15
2.29569,1.437990444e-13,6.3648741600000005e-15
2.29775,1.91897172e-13,6.77218266e-15
2.29981,3.0198020400000003e-13,7.979610060000002e-15
2.30201,4.65432264e-13,9.16153362e-15
2.30346,6.3134019e-13,9.902554739999998e-15
2.3059000000000003,8.759335499999999e-13,1.1386070820000001e-14
2.30771,9.42629616e-13,1.279993194e-14
2.30981,8.0092791e-13,1.279647162e-14
2.31386,4.52858166e-13,1.001525544e-14
2.31799,2.2306248000000002e-13,7.72309782e-15
2.31965,2.1250049400000008e-13,7.94441412e-15
2.3209,1.7645229e-13,6.504408360000001e-15
2.32185,1.6042748399999998e-13,7.256371139999999e-15
2.32288,1.72049994e-13,5.46427782e-15
2.32406,1.60962552e-13,5.77203804e-15
2.32406,1.488392568e-13,6.8183042400000004e-15
2.32446,1.6036660799999998e-13,6.43126104e-15
2.32507,1.72676376e-13,6.2645889600000005e-15
2.32548,1.8435655799999999e-13,5.17474836e-15
2.32581,1.8144251999999998e-13,7.93276758e-15
2.3259600000000002,1.9336780799999998e-13,8.401432680000002e-15
2.32655,1.95942222e-13,6.7218958800000006e-15
2.32702,1.70834076e-13,8.08877034e-15
2.32755,1.542336714e-13,6.97560462e-15
2.3280100000000004,1.40851845e-13,6.4579023e-15
2.32856,1.329208236e-13,5.5039113e-15
2.32902,1.142432658e-13,3.7633383000000004e-15
2.32979,1.068056604e-13,7.245573660000002e-15
2.32991,1.1189425320000001e-13,3.70507356e-15
2.33397,9.02802294e-14,3.13508196e-15
2.3417800000000004,7.14210048e-14,2.4988797e-15
2.3435,7.76388474e-14,5.37698484e-15
2.34522,7.90936236e-14,5.39733024e-15
2.3467,8.4938841e-14,5.8373515800000006e-15
2.34808,7.31478006e-14,5.541366060000001e-15
2.34946,7.63207218e-14,5.1251985e-15
2.35052,8.465512680000001e-14,6.02931924e-15
2.3512399999999998,8.1712413e-14,5.36343192e-15
2.35203,9.73682784e-14,5.9810029199999994e-15
2.35277,8.289725219999999e-14,5.97821544e-15
2.3535999999999997,9.150591960000001e-14,5.81047002e-15
2.3540900000000002,9.60012918e-14,5.6275056e-15
2.35466,1.0858372020000001e-13,5.66957412e-15
2.35519,1.266481926e-13,6.0866388e-15
2.35573,1.2154854600000002e-13,5.76082404e-15
2.35643,1.29398346e-13,5.94697644e-15
2.3569400000000003,1.3741988040000002e-13,6.11497818e-15
2.35743,1.507999446e-13,6.78937212e-15
2.3577399999999997,1.4476120560000002e-13,1.0216979279999999e-14
2.3577399999999997,1.566054324e-13,7.17002334e-15
2.35832,1.6176995999999998e-13,5.41807614e-15
2.35881,1.66080942e-13,6.64962966e-15
2.35923,1.74541104e-13,6.5441379599999995e-15
2.35994,1.9556735400000003e-13,6.55597674e-15
2.35994,1.77320574e-13,9.834373619999999e-15
2.36047,2.1635650800000002e-13,5.06922462e-15
2.36102,2.5154123399999997e-13,5.10007914e-15
2.36123,2.08191114e-13,9.59082156e-15
2.36149,2.92183974e-13,5.41073898e-15
2.362,3.42589302e-13,5.22646092e-15
2.36253,4.09019436e-13,5.57017002e-15
2.36287,4.69948302e-13,6.5780683199999995e-15
2.36336,5.565732480000002e-13,6.72397848e-15
2.36381,4.76646264e-13,9.86851224e-15
2.364,6.729633540000001e-13,7.70387382e-15
2.3644499999999997,7.55363826e-13,7.493403060000001e-15
2.36492,7.984496160000001e-13,8.837849519999999e-15
2.3654499999999996,7.83104058e-13,8.768450880000001e-15
2.366,7.127746560000001e-13,9.0123714e-15
2.3664899999999998,6.05382984e-13,8.51241924e-15
2.3669000000000002,5.41894122e-13,8.62528014e-15
2.3674299999999997,4.565299499999999e-13,8.266512239999999e-15
2.3679200000000002,4.00974192e-13,7.71970158e-15
2.36852,3.1607780400000007e-13,7.96612122e-15
2.36926,2.99030922e-13,7.24209732e-15
2.36956,2.6053005599999994e-13,7.0422318000000005e-15
2.36988,2.41266006e-13,7.135580339999999e-15
2.3706,2.16617634e-13,7.92270702e-15
2.3709499999999997,1.9217752200000002e-13,5.63061348e-15
2.37152,1.7168634000000003e-13,5.5146286800000005e-15
2.37199,1.85764716e-13,6.84840582e-15
2.37229,1.70281386e-13,7.870946399999999e-15
2.3724600000000002,1.62172062e-13,5.32270908e-15
2.3729699999999996,1.5514024320000002e-13,7.07456016e-15
2.37412,1.372765014e-13,5.15629332e-15
2.37502,1.16813034e-13,4.1550273000000005e-15
2.3759200000000003,1.078235712e-13,3.29023566e-15
2.37696,1.035864414e-13,4.84667478e-15
2.37792,1.0664353800000001e-13,4.9062851999999996e-15
2.37987,1.18962117e-13,5.35635108e-15
2.3819,1.4824683719999998e-13,5.30452638e-15
2.38403,1.8595214999999998e-13,5.7539034e-15
2.38596,2.47113306e-13,6.17013504e-15
2.38788,3.63311172e-13,7.046156700000001e-15
2.3898099999999998,4.36943898e-13,7.19267562e-15
2.39007,5.410498680000001e-13,8.74200186e-15
