,Yield,Yield_err
2.11837,5.9152568399999996e-15,3.1189338e-15
2.11952,1.6029772200000002e-14,5.62869108e-15
2.1204699999999996,8.3212686e-15,3.8131605e-15
2.12154,1.304375634e-14,3.60597384e-15
2.12251,1.4136064020000004e-14,3.2538061800000002e-15
2.1229899999999997,3.653361e-14,6.51985164e-15
2.12351,5.944845780000001e-14,5.1542748e-15
2.1238200000000003,4.9676418000000004e-14,5.0251536e-15
2.12499,2.26774314e-14,4.68106002e-15
2.12602,3.32801082e-14,6.6541152599999994e-15
2.12689,2.83429044e-14,4.85231382e-15
2.1308499999999997,2.89623978e-14,8.53398216e-15
2.13592,1.97722044e-14,8.47283382e-15
2.13776,6.38908038e-15,3.6337364999999996e-15
2.14181,1.7501049000000002e-14,6.71938074e-15
2.14587,9.82620342e-23,7.890410700000001e-14
2.14972,9.45141552e-15,6.09138072e-15
2.15989,8.85611232e-15,2.0752308000000002e-15
2.1645700000000003,1.21489272e-14,2.57172264e-15
2.16899,1.5773035679999998e-14,3.1257102599999996e-15
2.17348,1.89135324e-14,6.81099912e-15
2.1740500000000003,1.18222794e-14,1.2916589579999999e-14
2.1745,7.1766396e-14,9.16393662e-15
2.17487,5.844112020000001e-14,3.99079026e-15
2.17503,1.243405116e-13,8.606632860000001e-15
2.17542,5.57355024e-14,6.87203532e-15
2.1760300000000004,2.72742102e-14,4.054005180000001e-15
2.17644,1.40947965e-14,3.2613516e-15
2.1768899999999998,2.64908322e-14,7.0070518800000006e-15
2.1780399999999998,1.1917101779999999e-14,3.72702096e-15
2.1791,1.514823966e-14,2.35223262e-15
2.18499,1.71840132e-14,3.0069059399999997e-15
2.1895599999999997,2.24366508e-14,3.05158572e-15
2.19472,6.5103678e-14,4.96717722e-15
2.1974099999999996,3.41972532e-14,3.51275346e-15
2.1980500000000003,3.30489396e-14,4.27751622e-15
2.1981100000000002,4.11076404e-14,6.93787752e-15
2.19844,4.78107288e-14,4.92816852e-15
2.19852,3.7379946600000004e-14,9.06853752e-15
2.19899,7.23445578e-14,7.586511300000001e-15
2.1991300000000003,3.41693784e-14,4.71523068e-15
2.19938,4.6385429399999995e-14,6.1467778800000004e-15
2.1995,3.49391394e-14,4.15012518e-15
2.1995500000000003,4.30558326e-14,4.519514340000001e-15
2.19979,4.7417117399999997e-14,3.02588964e-15
2.2,2.0433670200000003e-14,6.2924958e-15
2.2018299999999997,4.32749862e-14,4.4619384599999996e-15
2.20396,4.78107288e-14,7.6874373e-15
2.20493,4.67409132e-14,3.95551422e-15
2.2054,4.99136742e-14,4.1286744e-15
2.2097399999999996,4.75805214e-14,4.63817448e-15
2.2099499999999996,5.51121642e-14,5.3136417600000006e-15
2.2137,6.209159759999999e-14,4.630981500000001e-15
2.2138400000000003,5.36591502e-14,4.40090226e-15
2.21992,6.61374486e-14,4.7037924e-15
2.22465,7.90953858e-14,4.76790444e-15
2.2294,7.97961006e-14,4.2383953800000004e-15
2.24456,9.69743466e-14,6.777885779999999e-15
2.24952,7.78142664e-14,4.9118441400000006e-15
2.25445,6.485360580000001e-14,6.46499916e-15
2.25965,6.18854202e-14,5.05307646e-15
2.26419,4.6909283399999996e-14,3.8500866e-15
2.2690900000000003,4.45653972e-14,4.80310038e-15
2.27466,4.93246188e-14,4.751532e-15
2.27942,5.45964804e-14,4.521340619999999e-15
2.2850300000000003,5.31181548e-14,5.38898382e-15
2.28997,8.022447539999999e-14,4.9320133200000004e-15
2.29173,9.866093220000001e-14,5.88384162e-15
2.29393,1.2126627359999999e-13,5.8581615599999994e-15
2.29569,1.554914016e-13,5.88292848e-15
2.29775,2.1825808200000003e-13,7.05113892e-15
2.29981,3.1917767399999996e-13,7.852859819999999e-15
