Run,Detector,Yield,Yield err,Area,Area err,sig1,X2NDF,IsValid,Status,Q_int
run_0107,det6,0.0194199,0.000232664,14453.7,173.165,7.82957,0.985343,1,0,744269
run_0107,det7,0.0189782,0.000241193,14124.9,179.513,8.24266,1.03085,1,0,744269
run_0107,det8,0.0189503,0.000230155,14104.1,171.297,7.85102,1.19629,1,0,744269
run_0107,det9,0.0186606,0.000225334,13888.5,167.709,7.57552,1.16938,1,0,744269
run_0107,det10,0.00802226,0.000208337,5970.72,155.059,8.78435,0.795253,1,0,744269
run_0107,det11,0.0145954,0.000240737,10862.9,179.173,9.17084,1.12411,1,0,744269
run_0107,det12,0.0198837,0.000236925,14798.8,176.336,7.64888,1.04616,1,0,744269
run_0108,det0,0.0194871,0.000241113,14033.2,173.632,7.54299,0.768575,1,0,720127
run_0108,det1,0.0189255,0.000250208,13628.8,180.182,7.8917,1.02103,1,0,720127
run_0108,det2,0.00720281,0.000182405,5186.94,131.355,8.05772,1.15472,1,0,720127
run_0108,det3,0.0181201,0.000234071,13048.8,168.561,8.25022,0.968091,1,0,720127
run_0108,det4,0.0180473,0.00024068,12996.3,173.32,8.21223,0.870189,1,0,720127
run_0108,det5,0.0196087,0.000257355,14120.8,185.328,8.93142,0.881472,1,0,720127
run_0108,det6,0.0186278,0.000236101,13414.4,170.022,7.93264,1.32905,1,0,720127
run_0108,det7,0.0187856,0.00024651,13528,177.518,8.29578,0.992534,1,0,720127
run_0108,det8,0.0188732,0.000236979,13591.1,170.655,7.90923,0.870246,1,0,720127
run_0108,det9,0.0186531,0.000227209,13432.6,163.619,7.57624,0.970965,1,0,720127
run_0108,det10,0.00834468,0.000216193,6009.23,155.686,8.95022,0.908106,1,0,720127
run_0108,det11,0.0148482,0.00025212,10692.6,181.558,9.36657,0.928974,1,0,720127
run_0108,det12,0.020149,0.000246099,14509.8,177.223,7.86409,0.969927,1,0,720127
run_0109,det0,0.0197987,0.000231792,15110.5,176.905,7.58207,1.08337,1,0,763208
run_0109,det1,0.0188722,0.000248096,14403.4,189.349,7.97398,1.33835,1,0,763208
run_0109,det2,0.00711727,0.000180436,5431.96,137.71,7.96842,1.05237,1,0,763208
run_0109,det3,0.0182064,0.000231675,13895.3,176.816,8.33411,0.819924,1,0,763208
run_0109,det4,0.0184139,0.000237275,14053.6,181.09,8.27301,0.889899,1,0,763208
run_0109,det5,0.0191074,0.000243064,14582.9,185.508,8.82764,1.17048,1,0,763208
run_0109,det6,0.0188817,0.000229182,14410.7,174.913,7.87095,1.31333,1,0,763208
