Run,Angle,Detector,Ep,Q int,Yield,Yield effcor,Yield err,Yield err effcor
97,120,0,2499.3,1140000.0,0.0242552,9.401535758777023e-10,0.000196949,7.63392207095953e-12
97,105,1,2499.3,1140000.0,0.023655900000000004,9.8196606225239e-10,0.00020769,8.621296651964154e-12
97,90,2,2499.3,1140000.0,0.00902093,6.303546019827289e-10,0.000155139,1.0840632018760656e-11
97,45,3,2499.3,1140000.0,0.0218537,9.550367405558767e-10,0.0001975,8.631021578029608e-12
97,30,4,2499.3,1140000.0,0.0227423,9.506374135825618e-10,0.000204114,8.532048431160923e-12
97,15,5,2499.3,1140000.0,0.023233700000000003,9.639192959569913e-10,0.000208457,8.648459981720798e-12
97,0,6,2499.3,1140000.0,0.023094299999999998,9.528541574935993e-10,0.000200476,8.271495134197045e-12
97,-15,7,2499.3,1140000.0,0.0228327,9.514677347317654e-10,0.000203925,8.497814879763464e-12
97,-30,8,2499.3,1140000.0,0.0232547,9.443685970498385e-10,0.00019670099999999997,7.987987263146815e-12
97,-45,9,2499.3,1140000.0,0.0227327,9.790962286609722e-10,0.000190557,8.207280263450838e-12
97,-90,10,2499.3,1140000.0,0.00958901,6.93335309357808e-10,0.00017478,1.2637503284443096e-11
97,-105,11,2499.3,1140000.0,0.0182541,7.72087628931896e-10,0.00020903599999999998,8.841526539320361e-12
97,-120,12,2499.3,1140000.0,0.024192500000000002,9.473709716288942e-10,0.000201697,7.898393422119792e-12
99,120,0,2496.9,788844.0,0.023096000000000002,8.952219313166418e-10,0.000234818,9.101758896255249e-12
99,105,1,2496.9,788844.0,0.022685900000000002,9.417009664249297e-10,0.00024853799999999997,1.0316913800788998e-11
99,90,2,2496.9,788844.0,0.00856785,5.986947772122967e-10,0.00018332,1.2809832870388514e-11
99,45,3,2496.9,788844.0,0.020754599999999998,9.070045592069534e-10,0.00023468099999999998,1.0255882404828185e-11
99,30,4,2496.9,788844.0,0.021172299999999998,8.85010773386776e-10,0.000238446,9.967140030652463e-12
99,15,5,2496.9,788844.0,0.0221847,9.203984042583429e-10,0.0002469,1.024338242173141e-11
99,0,6,2496.9,788844.0,0.0218945,9.033512750437819e-10,0.000238405,9.836418311759247e-12
99,-15,7,2496.9,788844.0,0.0216229,9.010538254928891e-10,0.00024353799999999998,1.0148539120695523e-11
99,-30,8,2496.9,788844.0,0.0221658,9.001485914024825e-10,0.000234938,9.540783990062007e-12
99,-45,9,2496.9,788844.0,0.0217195,9.354577563774644e-10,0.00022771,9.807458077060357e-12
99,-90,10,2496.9,788844.0,0.00891416,6.445401434835294e-10,0.00020518,1.4835581438963463e-11
99,-105,11,2496.9,788844.0,0.0169315,7.161460542705691e-10,0.000243724,1.0308713399937409e-11
99,-120,12,2496.9,788844.0,0.023889700000000003,9.355134153528074e-10,0.000243165,9.522267740669217e-12
100,120,0,2494.9,652745.0,0.021958599999999998,8.511352745501218e-10,0.000252441,9.784842378052667e-12
100,105,1,2494.9,652745.0,0.021008900000000004,8.720880120922999e-10,0.000268746,1.1155756127058397e-11
100,90,2,2494.9,652745.0,0.00824943,5.764445754744115e-10,0.000201277,1.4064612320822544e-11
100,45,3,2494.9,652745.0,0.0203917,8.911453301909183e-10,0.000260717,1.1393691406375418e-11
100,30,4,2494.9,652745.0,0.020167599999999997,8.430139037022496e-10,0.000257172,1.0749894466516343e-11
100,15,5,2494.9,652745.0,0.021103,8.755208555925394e-10,0.000270954,1.1241334308213095e-11
100,0,6,2494.9,652745.0,0.0213218,8.797220861964652e-10,0.000257114,1.0608338154861129e-11
100,-15,7,2494.9,652745.0,0.021089,8.788055314421071e-10,0.00026409400000000004,1.1005133862234903e-11
100,-30,8,2494.9,652745.0,0.0210757,8.558798540012677e-10,0.000249782,1.0143595785295132e-11
100,-45,9,2494.9,652745.0,0.020737900000000004,8.931802944810066e-10,0.000247424,1.0656539050804012e-11
100,-90,10,2494.9,652745.0,0.00916879,6.629512171837109e-10,0.00023768900000000002,1.7186151265453683e-11
100,-105,11,2494.9,652745.0,0.0166548,7.04442565907656e-10,0.000272416,1.152228943213368e-11
100,-120,12,2494.9,652745.0,0.0230893,9.041699938092808e-10,0.00026689,1.0451331553912805e-11
101,120,0,2492.8,607596.0,0.0214081,8.297973946925788e-10,0.000257776,9.991631822267e-12
101,105,1,2492.8,607596.0,0.020725599999999997,8.60328113486197e-10,0.000277754,1.1529681882948875e-11
101,90,2,2492.8,607596.0,0.00803382,5.61378417580104e-10,0.000207237,1.4481078630595159e-11
101,45,3,2492.8,607596.0,0.019297099999999998,8.433098050298488e-10,0.000266044,1.1626488631419286e-11
101,30,4,2492.8,607596.0,0.019402900000000004,8.110491318820478e-10,0.00026599400000000003,1.1118657663845784e-11
101,15,5,2492.8,607596.0,0.0202139,8.386338919993381e-10,0.000275709,1.143860965618933e-11
101,0,6,2492.8,607596.0,0.0201537,8.315271228778855e-10,0.000260668,1.0754973630962686e-11
101,-15,7,2492.8,607596.0,0.0200073,8.337297126094964e-10,0.000271807,1.1326544411052435e-11
101,-30,8,2492.8,607596.0,0.020646099999999997,8.384338861198239e-10,0.000265754,1.0792215429155515e-11
101,-45,9,2492.8,607596.0,0.0199171,8.578284803768777e-10,0.00025568,1.1012124549395248e-11
101,-90,10,2492.8,607596.0,0.00871375,6.300494578602586e-10,0.00023752900000000002,1.717458243306147e-11
101,-105,11,2492.8,607596.0,0.015451499999999998,6.535469838798511e-10,0.000269552,1.1401151771593802e-11
101,-120,12,2492.8,607596.0,0.022050200000000002,8.634791525725512e-10,0.00027124,1.062167623621458e-11
104,120,0,2490.9,726307.0,0.020718900000000002,8.030833768945433e-10,0.000234427,9.08660338122473e-12
104,105,1,2490.9,726307.0,0.020136900000000003,8.35890936255655e-10,0.00025245,1.0479302517157064e-11
104,90,2,2490.9,726307.0,0.0079563,5.559615604771553e-10,0.000186365,1.3022608023619655e-11
104,45,3,2490.9,726307.0,0.018909400000000003,8.263667819118637e-10,0.000227903,9.959674484545224e-12
104,30,4,2490.9,726307.0,0.0191765,8.015855195633686e-10,0.000241852,1.010951221951033e-11
104,15,5,2490.9,726307.0,0.0204442,8.481885739423301e-10,0.00024880599999999996,1.0322458512844492e-11
104,0,6,2490.9,726307.0,0.019461700000000002,8.029757020950271e-10,0.000233995,9.654464893186406e-12
104,-15,7,2490.9,726307.0,0.0196289,8.179613019168276e-10,0.000246597,1.0276011552801425e-11
104,-30,8,2490.9,726307.0,0.0193618,7.86278726552463e-10,0.00023296,9.460457815784782e-12
104,-45,9,2490.9,726307.0,0.019522900000000003,8.408503064979213e-10,0.00022895400000000002,9.861037093563203e-12
104,-90,10,2490.9,726307.0,0.00820415,5.932027266910619e-10,0.000221366,1.6005913445840658e-11
104,-105,11,2490.9,726307.0,0.015667700000000003,6.626915237571981e-10,0.000249309,1.0544940297324003e-11
104,-120,12,2490.9,726307.0,0.021275299999999997,8.331343033045866e-10,0.000246643,9.658465167116477e-12
105,120,0,2489.9,901595.0,0.020462099999999997,7.931295757184904e-10,0.000212892,8.251887227306136e-12
105,105,1,2489.9,901595.0,0.0196382,8.15189695751372e-10,0.000226037,9.382888108816129e-12
105,90,2,2489.9,901595.0,0.00752673,5.259445415696014e-10,0.00016863599999999998,1.1783760505841355e-11
105,45,3,2489.9,901595.0,0.018391499999999998,8.037338397586406e-10,0.000211875,9.259228844784926e-12
105,30,4,2489.9,901595.0,0.0190204,7.950604759107812e-10,0.00021542900000000003,9.00502004505603e-12
105,15,5,2489.9,901595.0,0.0198609,8.239886348309655e-10,0.00022396299999999998,9.29177260963237e-12
105,0,6,2489.9,901595.0,0.0197177,8.135380774135414e-10,0.00021742200000000002,8.970674869148379e-12
105,-15,7,2489.9,901595.0,0.0193724,8.072726197216121e-10,0.000223845,9.327906690011781e-12
105,-30,8,2489.9,901595.0,0.019487599999999997,7.913874387486586e-10,0.000210129,8.533295588826583e-12
105,-45,9,2489.9,901595.0,0.019097299999999998,8.225197362217062e-10,0.00020288400000000002,8.738203524247128e-12
105,-90,10,2489.9,901595.0,0.00817389,5.910147712648847e-10,0.000195684,1.4148971236485654e-11
105,-105,11,2489.9,901595.0,0.015333700000000002,6.485644362501036e-10,0.00022309400000000002,9.436133114693817e-12
105,-120,12,2489.9,901595.0,0.021152900000000002,8.283411563818885e-10,0.00022248599999999998,8.712484364733952e-12
106,120,0,2489.0,610293.0,0.0194928,7.555586275878523e-10,0.000254606,9.8687597438866e-12
106,105,1,2489.0,610293.0,0.0193989,8.052562551003295e-10,0.000277955,1.1538025474970851e-11
106,90,2,2489.0,610293.0,0.00718883,5.023331378662179e-10,0.000198806,1.3891946506821181e-11
106,45,3,2489.0,610293.0,0.017935800000000002,7.838191231353088e-10,0.000251446,1.0988535958021433e-11
106,30,4,2489.0,610293.0,0.019494,8.14857149029714e-10,0.000268285,1.1214422398042309e-11
106,15,5,2489.0,610293.0,0.019485299999999997,8.084057492999718e-10,0.00027801400000000004,1.1534239451580546e-11
106,0,6,2489.0,610293.0,0.018797,7.755506596176195e-10,0.00025829,1.065685906648055e-11
106,-15,7,2489.0,610293.0,0.0195092,8.12973250225727e-10,0.000271122,1.1297999587256247e-11
106,-30,8,2489.0,610293.0,0.0189836,7.709201021279705e-10,0.000259343,1.0531866034164976e-11
106,-45,9,2489.0,610293.0,0.0190238,8.193540949733468e-10,0.000246526,1.0617862236640382e-11
106,-90,10,2489.0,610293.0,0.00779036,5.63283556968727e-10,0.00022894700000000002,1.6554059185624174e-11
106,-105,11,2489.0,610293.0,0.0152721,6.459589614284358e-10,0.000277481,1.1736522061545157e-11
106,-120,12,2489.0,610293.0,0.0203517,7.969664070806971e-10,0.000267412,1.0471772915789021e-11
107,120,0,2487.9,744269.0,0.0196298,7.60868871984734e-10,0.000227652,8.823998229481128e-12
107,105,1,2487.9,744269.0,0.019069299999999997,7.915744246006068e-10,0.000247324,1.026652016539257e-11
107,90,2,2487.9,744269.0,0.00718426,5.020138004441271e-10,0.00018131400000000002,1.2669659813777128e-11
107,45,3,2487.9,744269.0,0.0178877,7.817170869940265e-10,0.000229575,1.0032743183676694e-11
107,30,4,2487.9,744269.0,0.019081599999999997,7.976186608661837e-10,0.000239793,1.0023445179915983e-11
