,Angle,Detector,Ep,Q int,Run,Yield,Yield effcor,Yield err,Yield err effcor
1620,-30,8,2783,245816.0,244,0.00280618,1.5351382630094164e-10,0.00018611099999999998,1.0181318278476272e-11
1621,-45,9,2783,245816.0,244,0.00297808,1.649154049418851e-10,0.000158626,8.784139789499095e-12
1622,-90,10,2783,245816.0,244,0.00150166,1.334590177582615e-10,0.000162543,1.4445899287109664e-11
1623,-105,11,2783,245816.0,244,0.0029938000000000005,1.7281260758151276e-10,0.000209982,1.212089550577233e-11
1624,-120,12,2783,245816.0,244,0.0033292,1.8204833981716016e-10,0.00025617099999999997,1.4008021524480876e-11
1625,120,0,2779,162037.0,245,0.00364225,1.9344891777149792e-10,0.000274049,1.4555421090359322e-11
1626,105,1,2779,162037.0,245,0.00262771,1.47990576121005e-10,0.00019977799999999998,1.1251341021765009e-11
1627,90,2,2779,162037.0,245,0.00135972,1.2986863809282506e-10,0.000153602,1.467072820016924e-11
1628,45,3,2779,162037.0,245,0.00340098,1.9454319401047798e-10,0.000225832,1.2918064378436293e-11
1629,30,4,2779,162037.0,245,0.00345988,1.914018964463813e-10,0.00025103,1.3887076449164453e-11
1630,15,5,2779,162037.0,245,0.00314813,1.6747649357615382e-10,0.000224202,1.1927259932963644e-11
1631,0,6,2779,162037.0,245,0.00332492,1.8330848169923165e-10,0.000254443,1.4027874357577806e-11
1632,-15,7,2779,162037.0,245,0.00329489,1.7988003406527428e-10,0.00026456900000000003,1.4443784385098003e-11
1633,-30,8,2779,162037.0,245,0.00384539,2.1036445720494691e-10,0.000270832,1.4816033399402968e-11
1634,-45,9,2779,162037.0,245,0.00358702,1.9863632133275154e-10,0.00020659099999999997,1.1440269711474834e-11
1635,-90,10,2779,162037.0,245,0.00191947,1.7059159917454695e-10,0.000188192,1.6725436829883427e-11
1636,-105,11,2779,162037.0,245,0.00320262,1.8486642838289274e-10,0.000225131,1.299534877327595e-11
1637,-120,12,2779,162037.0,245,0.00351906,1.9243032281538377e-10,0.000293335,1.6040234819255876e-11
1638,120,0,2775,210028.0,246,0.00444981,2.3634042934691173e-10,0.000237769,1.2628500440554954e-11
1639,105,1,2775,210028.0,246,0.00352739,1.9865985146894892e-10,0.000229695,1.2936243109823473e-11
1640,90,2,2775,210028.0,246,0.00218069,2.082805580580139e-10,0.000164479,1.570960471631643e-11
1641,45,3,2775,210028.0,246,0.00425579,2.4344012009416464e-10,0.000219725,1.2568731161004261e-11
1642,30,4,2775,210028.0,246,0.00381673,2.1114297612165652e-10,0.00020608,1.140042510713385e-11
1643,15,5,2775,210028.0,246,0.00409028,2.1759766977369754e-10,0.00023045099999999998,1.2259698748500928e-11
1644,0,6,2775,210028.0,246,0.00427671,2.3578227950384405e-10,0.000213781,1.1786109297710455e-11
1645,-15,7,2775,210028.0,246,0.00417206,2.277679360835622e-10,0.00025329599999999997,1.3828350296549418e-11
1646,-30,8,2775,210028.0,246,0.0042257,2.3116955284404027e-10,0.000210793,1.1531562475484247e-11
1647,-45,9,2775,210028.0,246,0.00403228,2.2329322551411124e-10,0.00019192299999999999,1.0628008402279794e-11
1648,-90,10,2775,210028.0,246,0.00250317,2.22467542241218e-10,0.00018136700000000001,1.6118869566854422e-11
1649,-105,11,2775,210028.0,246,0.00426494,2.461872545189047e-10,0.000235837,1.3613336540250254e-11
1650,-120,12,2775,210028.0,246,0.00423818,2.3175346414943288e-10,0.000277573,1.5178332280448335e-11
1651,120,0,2771,274321.0,247,0.00624662,3.317734583649651e-10,0.00024384099999999999,1.2950999398262014e-11
1652,105,1,2771,274321.0,247,0.00482252,2.7160056214539237e-10,0.000200194,1.1274769817053051e-11
1653,90,2,2771,274321.0,247,0.00257426,2.4587094423619266e-10,0.000153764,1.4686201032348685e-11
1654,45,3,2771,274321.0,247,0.00543604,3.1095289721454367e-10,0.000208962,1.1953064971513359e-11
1655,30,4,2771,274321.0,247,0.00492677,2.7255081718300575e-10,0.00020173400000000002,1.1160002710416054e-11
1656,15,5,2771,274321.0,247,0.00575695,3.062623842386556e-10,0.00023072200000000002,1.2274115602239222e-11
1657,0,6,2771,274321.0,247,0.00563298,3.105557460757366e-10,0.000212882,1.1736545902185868e-11
1658,-15,7,2771,274321.0,247,0.00503007,2.74609823985236e-10,0.00022853,1.2476284241639975e-11
1659,-30,8,2771,274321.0,247,0.00542355,2.966986838458231e-10,0.00022134,1.2108542685590525e-11
1660,-45,9,2771,274321.0,247,0.00546142,3.0243388050613483e-10,0.000181582,1.005536085671217e-11
1661,-90,10,2771,274321.0,247,0.00325204,2.8902285744481223e-10,0.000179502,1.5953118952121954e-11
1662,-105,11,2771,274321.0,247,0.00490109,2.829080576162991e-10,0.00021689900000000003,1.2520168939749658e-11
1663,-120,12,2771,274321.0,247,0.00564758,3.088227090546069e-10,0.00027183,1.4864291785563692e-11
1677,120,0,2767,293466.0,249,0.00755697,4.0136939203285783e-10,0.000238376,1.2660739713830349e-11
1678,105,1,2767,293466.0,249,0.00633378,3.56713545719923e-10,0.000215608,1.2142874265538298e-11
1679,90,2,2767,293466.0,249,0.00353235,3.3737937499425666e-10,0.00015007899999999998,1.433424185592114e-11
1680,45,3,2767,293466.0,249,0.00708266,4.051430171568936e-10,0.00021312,1.2190911298364901e-11
1681,30,4,2767,293466.0,249,0.00687014,3.800587953490127e-10,0.00022030900000000002,1.2187578876783538e-11
1682,15,5,2767,293466.0,249,0.007247399999999999,3.855524198631623e-10,0.00022772,1.211441303795007e-11
1683,0,6,2767,293466.0,249,0.00653159,3.600976402385274e-10,0.000211361,1.1652690591181533e-11
1684,-15,7,2767,293466.0,249,0.00711709,3.8854783972928474e-10,0.00023924,1.3060982111626252e-11
1685,-30,8,2767,293466.0,249,0.0070672,3.866155817638265e-10,0.00021923599999999999,1.1993442053935684e-11
1686,-45,9,2767,293466.0,249,0.006706999999999999,3.7140964008529764e-10,0.000200371,1.1095828387286593e-11
1687,-90,10,2767,293466.0,249,0.00305488,2.7150039567502487e-10,0.000172378,1.5319978266141202e-11
1688,-105,11,2767,293466.0,249,0.00646231,3.7302713678271273e-10,0.00023076299999999999,1.3320447512636987e-11
1689,-120,12,2767,293466.0,249,0.00757169,4.1403748471410344e-10,0.000266434,1.456922605155751e-11
1703,120,0,2763,282258.0,251,0.009179399999999999,4.875406673873808e-10,0.00025131299999999997,1.3347855823161082e-11
1704,105,1,2763,282258.0,251,0.00797449,4.4911705225127325e-10,0.000231202,1.302111617352318e-11
1705,90,2,2763,282258.0,251,0.00421415,4.0249898598158347e-10,0.00017109400000000003,1.6341412030310518e-11
1706,45,3,2763,282258.0,251,0.00844422,4.830271068124948e-10,0.00023031400000000002,1.3174444185302243e-11
1707,30,4,2763,282258.0,251,0.00908345,5.024999584597969e-10,0.000239697,1.3260130516812222e-11
1708,15,5,2763,282258.0,251,0.00873223,4.6454347866844696e-10,0.000243159,1.2935748111254615e-11
1709,0,6,2763,282258.0,251,0.00903741,4.982477489965031e-10,0.00024339700000000001,1.3418889633479269e-11
1710,-15,7,2763,282258.0,251,0.00876366,4.784400873280994e-10,0.000256061,1.397930170742823e-11
1711,-30,8,2763,282258.0,251,0.00904991,4.950809683552568e-10,0.000237562,1.2995977308549094e-11
1712,-45,9,2763,282258.0,251,0.00896462,4.96428550425147e-10,0.00022390900000000003,1.2399278530171304e-11
1713,-90,10,2763,282258.0,251,0.00422521,3.755126835784292e-10,0.00022676,2.0153141767686012e-11
1714,-105,11,2763,282258.0,251,0.00725379,4.187141307865259e-10,0.000242562,1.4001527062658458e-11
1715,-120,12,2763,282258.0,251,0.00919133,5.026031380546854e-10,0.00027665700000000003,1.5128243286313855e-11
2093,120,0,2727,106604.0,281,0.0173115,9.19456638067482e-10,0.000483309,2.5669737936502134e-11
2094,105,1,2727,106604.0,281,0.015534000000000001,8.748627548183366e-10,0.00046615400000000004,2.6253429419955385e-11
2095,90,2,2727,106604.0,281,0.00795592,7.598803394636166e-10,0.000328464,3.1372026845616514e-11
2096,45,3,2727,106604.0,281,0.016198,9.265595965226852e-10,0.00046202900000000003,2.6429028511037153e-11
2097,30,4,2727,106604.0,281,0.0158363,8.760702257574913e-10,0.00045498,2.516966913452911e-11
2098,15,5,2727,106604.0,281,0.015958299999999998,8.489611697853441e-10,0.000476829,2.536669354677979e-11
2099,0,6,2727,106604.0,281,0.016346100000000002,9.0118823090595e-10,0.000456529,2.516921845989333e-11
2100,-15,7,2727,106604.0,281,0.0155049,8.464689079692104e-10,0.000493125,2.692148806134298e-11
2101,-30,8,2727,106604.0,281,0.016559,9.058704180477704e-10,0.00046057300000000004,2.519593309085789e-11
2102,-45,9,2727,106604.0,281,0.0161783,8.958963143271165e-10,0.000427817,2.369097331032828e-11
2103,-90,10,2727,106604.0,281,0.0075539000000000005,6.713477579772595e-10,0.000346852,3.082623711591739e-11
2104,-105,11,2727,106604.0,281,0.0152921,8.827135000324839e-10,0.000467586,2.6990699421674528e-11
2105,-120,12,2727,106604.0,281,0.016896900000000003,9.239614901647766e-10,0.000496301,2.713888414622023e-11
2106,120,0,2723,140126.0,282,0.0195898,1.0404627934271645e-09,0.000432547,2.297364240107299e-11
2107,105,1,2723,140126.0,282,0.0183601,1.0340265008845207e-09,0.000416101,2.343448352920463e-11
2108,90,2,2723,140126.0,282,0.00861546,8.228738686959158e-10,0.000295478,2.8221490782213812e-11
2109,45,3,2723,140126.0,282,0.0184173,1.053508214411486e-09,0.000432375,2.473275747292851e-11
2110,30,4,2723,140126.0,282,0.0191291,1.0582291921432168e-09,0.000436426,2.4143254696263575e-11
2111,15,5,2723,140126.0,282,0.0190226,1.0119780144726374e-09,0.000446125,2.3733279977847685e-11
2112,0,6,2723,140126.0,282,0.019433900000000004,1.071423884633224e-09,0.00043065599999999996,2.374279606566904e-11
2113,-15,7,2723,140126.0,282,0.0188697,1.0301655833127983e-09,0.000452374,2.4696742692546456e-11
2114,-30,8,2723,140126.0,282,0.0182118,9.962878724199763e-10,0.000439494,2.4042793254996488e-11
2115,-45,9,2723,140126.0,282,0.0182173,1.008808832015192e-09,0.000399489,2.212227012196742e-11
2116,-90,10,2723,140126.0,282,0.00961733,8.547337048713164e-10,0.000367565,3.26670909941767e-11
2117,-105,11,2723,140126.0,282,0.015257299999999998,8.807047223105797e-10,0.00041244,2.380747941442952e-11
2118,-120,12,2723,140126.0,282,0.019659400000000004,1.0750213660343263e-09,0.00046139300000000005,2.5230034138309196e-11
2262,120,0,2703,227809.0,294,0.00676258,3.5917737177381465e-10,0.000239795,1.2736106318077107e-11
2263,105,1,2703,227809.0,294,0.0052331,2.9472410726405545e-10,0.000207341,1.1677283278407928e-11
2264,90,2,2703,227809.0,294,0.00275437,2.630734862352062e-10,0.000157691,1.506127394573565e-11
