,a0,a1,a0_err,a1_err,Chi2,Pval,Chi2NDF
2.1184,2.7301593078159874e-05,-1.5436125158453418e-05,7.220684732009254e-06,1.0796540043294775e-05,3.4182950984832963,0.6357850557400009,0.6836590196966592
2.1195,2.5740617758323135e-05,-4.6883662813327245e-06,5.8387845926800556e-06,1.0083370656933553e-05,4.3345935814160725,0.5023143486818602,0.8669187162832145
2.1205,1.491396998231451e-05,3.611950670072476e-06,4.436829542154553e-06,7.456467545881782e-06,1.420328156730867,0.7007766929531636,0.473442718910289
2.1215,1.9021030692927742e-05,-1.77526421275442e-06,5.2215233245032886e-06,8.482170265764052e-06,0.7132239414656849,0.9496881825394261,0.17830598536642123
2.1225,2.2938756881718378e-05,-1.080229698985933e-06,3.651517005496085e-06,5.476465737456185e-06,1.7406358562830482,0.8837410865256976,0.34812717125660964
2.123,4.5076426658396886e-05,1.310157367682605e-06,5.8805627992252975e-06,8.190067075234733e-06,1.0286051311555833,0.9602257313363175,0.20572102623111665
2.1235,6.900306877805365e-05,1.5863742488854783e-05,5.6769397935079085e-06,9.753884233586452e-06,3.197745175531256,0.6695294557760498,0.6395490351062512
2.1238,6.326974050232669e-05,2.4078764936679207e-06,5.918346897982715e-06,1.0253271017094363e-05,7.728187115485652,0.17186570225516198,1.5456374230971304
2.125,3.597149112221065e-05,1.576196727980111e-06,5.233645459179641e-06,7.964227211532472e-06,1.415285073716719,0.9226339763097123,0.2830570147433438
2.126,3.493249075506704e-05,7.350005409882688e-06,5.084006580335942e-06,8.802740692805448e-06,1.644204663618522,0.8958526796366619,0.3288409327237044
2.1269,4.526281442482801e-05,-3.2834176806982647e-06,5.865454464849157e-06,9.1638849244895e-06,2.647194987127366,0.7541821174257463,0.5294389974254732
2.1308,3.06195080742456e-05,6.5216900370137795e-06,5.4516237287221245e-06,8.525947809956581e-06,0.9413825303179906,0.9185501954070094,0.23534563257949764
2.1359,3.260819548349911e-05,-2.65244852256234e-06,1.743395254690588e-05,2.9002850630361584e-05,0.2991862258176369,0.8610582586477669,0.14959311290881844
2.1378,2.3797028301337683e-05,-1.4468226230671259e-05,7.3579743267698665e-06,9.945439608928333e-06,3.113565928017522,0.3744448123760922,1.037855309339174
2.1418,8.222833364250929e-05,7.680628667688577e-05,2.4505743878585056e-05,4.15829263166467e-05,0.554301037000723,0.4565655987266948,0.554301037000723
2.1459,1.733213187445938e-05,-0.0001921757362510837,0.00034869185726933244,0.0008177972272743032,7.524576817471233e-28,,inf
2.1497,9.837679585282511e-05,-6.684668612084391e-05,4.333279397295267e-05,5.030099095252328e-05,1.9375850400738492,0.16393098674884019,1.9375850400738492
2.1599,1.4309578569373268e-05,-7.981080074002254e-06,2.8968662825295354e-06,4.399870545899083e-06,0.8262983990738393,0.9348880300747301,0.20657459976845982
2.1646,2.056658640529427e-05,3.168985108345321e-06,2.7081828551760786e-06,4.252222849226835e-06,3.299112386577442,0.6539775783213123,0.6598224773154884
2.169,2.2515432429528008e-05,-1.2486173398492222e-06,3.6804331316330686e-06,6.79830942540417e-06,0.9084141870083978,0.9696094908388835,0.18168283740167956
2.1735,3.001536018507025e-05,-1.2895618394601562e-05,7.347049175093116e-06,1.551412983720219e-05,0.2016855575577352,0.9040751615136418,0.1008427787788676
2.1741,1.8494721532671646e-05,-1.7150493030886838e-06,3.1852895174564125e-06,5.156969503059882e-06,1.801501744295644,0.8758722734287359,0.3603003488591288
2.1745,7.544543655919544e-05,-2.667001213563019e-05,8.892611765076059e-06,1.3446062618618024e-05,2.4157832074060277,0.7891213945673733,0.4831566414812055
2.1749,7.466583669124426e-05,-1.8288699338529102e-06,4.5629359083632215e-06,6.966261098906262e-06,2.090190979075965,0.8365299364103077,0.41803819581519297
2.175,0.00017177158079576487,3.2906675433471008e-06,9.982535991466983e-06,1.556302816633902e-05,2.236301570682391,0.8155754456187378,0.44726031413647827
2.1754,6.791251378029597e-05,-1.1963524345244558e-06,8.721887742448305e-06,1.4768788912690056e-05,0.5285508628443387,0.991040536932386,0.10571017256886775
2.176,3.335254363110125e-05,5.1269504284554585e-06,3.619866805268176e-06,5.6551871733890385e-06,1.6894836387374836,0.8902219692831272,0.33789672774749674
2.1764,2.910883395555806e-05,-5.022855516642236e-06,4.469148766533488e-06,8.164869216641433e-06,2.172078452220391,0.824858680836104,0.4344156904440782
2.1769,2.5837843158930387e-05,-3.4148513889709763e-06,3.7357161321070854e-06,5.270990885259472e-06,1.243889799888492,0.9405980789634342,0.2487779599776984
2.178,1.50596634785393e-05,4.057797550428845e-06,3.6632721117606312e-06,5.816592450671977e-06,0.33658000723864173,0.987332063189187,0.08414500180966043
2.1791,2.1094421324815678e-05,-8.477126348509956e-07,3.0340260232916764e-06,4.231619477659116e-06,0.7400844497471613,0.9806965342615157,0.14801688994943224
2.185,2.6936018182971263e-05,-3.252088386304176e-06,2.909108776120762e-06,4.633847662889937e-06,4.145782194288941,0.5286236616426223,0.8291564388577882
2.1896,2.7358115660450555e-05,2.6685780209177124e-06,3.5243036690953267e-06,5.507615929273818e-06,1.7727241689140572,0.8796133711802915,0.35454483378281143
