,a0,a0_err,Chi2,Pval,Chi2NDF
2.1184,4.371463682355916e-05,2.833351691316943e-06,8.95074277713751,0.17636727276535497,1.4917904628562517
2.1195,3.7540172362016413e-05,3.594884336580936e-06,4.824398230763415,0.5665247770361879,0.8040663717939025
2.1205,4.276883991941291e-05,3.295578142769676e-06,2.956994693242369,0.8142247892103256,0.4928324488737282
2.1215,5.106775356042149e-05,3.048364418635926e-06,11.562334874561056,0.07247580001253114,1.9270558124268427
2.1225,9.91161615025604e-05,3.2696046440720096e-06,10.337684388981462,0.11113291639789127,1.722947398163577
2.123,0.0001960485775045155,4.4050805378687115e-06,34.405608431311954,5.61658577306495e-06,5.734268071885325
2.1235,0.00040917824050091156,6.879645770628367e-06,29.040998418420344,5.975962572271188e-05,4.840166403070057
2.1238,0.00033207810808302287,6.34316171544917e-06,28.795005852265568,6.651850691232606e-05,4.799167642044261
2.125,0.00010711942968227975,4.67898085826347e-06,14.028498127372846,0.029319438977433384,2.3380830212288077
2.126,9.225345263761631e-05,3.8345272008270666e-06,9.510156124449487,0.14685428325319197,1.5850260207415812
2.1269,8.993596665970438e-05,4.512472506860115e-06,17.625739385077097,0.007238828633390681,2.937623230846183
2.1308,5.738841855580083e-05,4.410795465308182e-06,1.971630950440565,0.922289108871605,0.3286051584067608
2.1359,4.784000000000001e-05,1.165e-05,3.383208243216534e-31,,inf
2.1378,2.061303639385475e-05,3.2286566553822085e-06,1.7037331515966607,0.7900393809378999,0.4259332878991652
2.1599,1.3846781186412935e-05,1.1315853004807337e-06,3.5722170328164347,0.6124895515368809,0.714443406563287
2.1646,5.1071737031909244e-05,2.12760451594665e-06,9.921058135999843,0.12801603991833319,1.6535096893333072
2.169,4.351208999792548e-05,1.945405578507452e-06,12.823827504346633,0.04592046359708633,2.1373045840577722
2.1735,3.2919771848842965e-05,5.348934091163995e-06,0.6971408591854924,0.705696211376875,0.3485704295927462
2.1741,2.2610443997195897e-05,1.8601692298695165e-06,2.338489620080778,0.8860872980042602,0.38974827001346296
2.1745,0.0003491708926500352,7.696821173216474e-06,21.736039609629014,0.001351692766671217,3.622673268271502
2.1749,0.00037391739296446726,4.377161324725632e-06,25.29569677791189,0.0003009767812148184,4.215949462985315
2.175,0.0009169211513198003,1.0389602590186196e-05,63.21736271191934,9.967100180004828e-12,10.536227118653224
2.1754,0.0003044510756990339,8.39334676857848e-06,14.127003081409082,0.028249200293172166,2.3545005135681802
2.176,0.00014780523897008188,3.0543791388751437e-06,15.088722021792504,0.019577768817098166,2.514787003632084
2.1764,5.985267038635875e-05,2.735878351742857e-06,4.823870341107528,0.5665935970088312,0.803978390184588
2.1769,7.12700568254029e-05,3.191830639893569e-06,5.4249699618476885,0.490571085133394,0.9041616603079481
2.178,2.4063151077739318e-05,2.722508595224939e-06,2.4395352533822448,0.7855723662592395,0.48790705067644896
2.1791,1.0862953349074769e-05,1.1586285485831242e-06,4.644885119153503,0.5900962936375993,0.7741475198589173
2.185,1.5953501075724978e-05,2.8664411067288473e-06,0.07854610466349504,0.7792774386926147,0.07854610466349504
