,Yield,Yield_err
2.12154,0.0012853,0.000138324
2.12251,0.00253733,0.000152596
2.1229899999999997,0.00523308,0.00021657
2.12351,0.0126615,0.000361962
2.1238200000000003,0.00915224,0.000313413
2.12499,0.00267168,0.000215608
2.12602,0.00212512,0.000183226
2.12689,0.0023515,0.000220172
2.1645700000000003,0.00190169,0.000122482
2.16899,0.00159535,0.000108631
2.1745,0.00915598,0.000394338
2.17487,0.0116191,0.000238592
2.17503,0.0226595,0.000519613
2.17542,0.00772336,0.000439219
2.1760300000000004,0.00389913,0.000153859
2.17644,0.0014015,0.000131724
2.1768899999999998,0.00142407,0.000142471
2.1974099999999996,0.00218846,0.000151688
2.1981100000000002,0.0029932,0.000256687
2.19844,0.0010945,0.000145274
2.19899,0.00711399,0.000428742
2.19938,0.00290579,0.00024403
2.1995,0.00150861,0.000152966
2.19979,0.00145003,0.000110906
2.29981,0.00131455,0.000163301
2.32446,0.00115225,0.000173507
2.32507,0.0014263,0.000139719
2.32548,0.00213537,0.000142497
2.32581,0.00286568,0.000229913
2.3259600000000002,0.00222316,0.00022725
2.32655,0.0024735,0.000177972
2.32702,0.00192783,0.000196108
2.32755,0.00153806,0.000209801
2.3280100000000004,0.00136258,0.000189706
2.32856,0.000907842,0.000126803
2.32902,0.00103069,0.000103008
2.32991,0.000559949,8.233100000000001e-05
2.33397,0.000459601,9.92251e-05
2.3417800000000004,0.000329585,6.57729e-05
2.3540900000000002,0.00100872,0.000132174
2.35466,0.00128401,0.000127449
2.35519,0.00145024,0.000149465
2.35573,0.00155784,0.000149237
2.35643,0.0020279,0.000138267
2.3569400000000003,0.00228567,0.000160224
2.35743,0.00202942,0.000177622
2.3577399999999997,0.00220635,0.000215121
2.3577399999999997,0.00190416,0.000142882
2.35832,0.00238228,0.000131005
2.35881,0.00203188,0.000170243
2.35923,0.00142163,0.000139557
2.35994,0.00190423,0.000224543
2.35994,0.00162369,0.000148358
2.36047,0.0016374,0.000108771
2.36102,0.00187436,0.000120645
2.36123,0.00228689,0.000210162
2.36149,0.00166987,0.000111444
2.362,0.00168447,0.000106892
2.36253,0.00193101,0.00012661
2.36287,0.00187611,0.000117705
2.36336,0.00188671,0.000114696
2.36381,0.00192692,0.000159371
2.364,0.00213316,0.000123047
2.3644499999999997,0.00199264,0.000111917
2.36492,0.00251786,0.000136554
2.3654499999999996,0.00263326,0.000139505
2.366,0.00280404,0.000141973
2.3664899999999998,0.00307725,0.000158776
2.3669000000000002,0.0029976,0.000148629
2.3674299999999997,0.0036268,0.000166541
2.3679200000000002,0.00365589,0.000154608
2.36852,0.00380129,0.0001718
2.36926,0.00383384,0.000160377
2.36956,0.00360027,0.000164773
2.36988,0.00362873,0.000167019
2.3706,0.00302594,0.000160797
2.3709499999999997,0.00314303,0.000163599
2.37152,0.0031224,0.000154374
2.37199,0.00304083,0.000145683
2.37229,0.0027483,0.000189364
2.3724600000000002,0.00250419,0.000140294
2.3729699999999996,0.00215963,0.000158935
2.37412,0.00189033,0.000121718
2.37502,0.0015642,0.000117577
2.3759200000000003,0.00130573,9.04817e-05
2.37696,0.0008726539999999999,0.000105864
2.37792,0.000953072,9.87608e-05
2.37987,0.0008019769999999999,0.000120222
2.38596,0.00131735,0.0001237
2.3898099999999998,0.0009016569999999999,0.000122215
2.39596,0.0013005,0.000180687
2.39804,0.00119039,0.000103194
2.40009,0.00120152,0.000108524
2.40175,0.000643764,7.39308e-05
2.4035300000000004,0.000642779,7.53793e-05
2.4057,0.000720215,0.000103967
2.4078000000000004,0.0006758,8.76277e-05
2.4099299999999997,0.000597581,7.93446e-05
2.41167,0.000417389,5.32792e-05
2.4145100000000004,0.000481823,4.79039e-05
2.41974,0.000461422,6.41333e-05
2.42377,0.0009239669999999999,7.2656e-05
2.42649,0.00141958,8.17955e-05
2.42862,0.00190842,0.000120088
2.42994,0.00234738,0.000122776
2.43091,0.00207464,0.000173428
2.43188,0.00345854,0.000100424
2.43266,0.00302319,0.000183256
2.43383,0.00685836,0.000186642
2.43491,0.00605699,0.000222398
2.43521,0.0100072,0.000248191
2.43599,0.00752636,0.000269672
2.43698,0.0108027,0.000251271
2.43752,0.0116092,0.000255153
2.43795,0.0169963,0.000307697
2.43804,0.0129315,0.000278928
2.43877,0.0166951,0.00028788
2.43888,0.0134549,0.000277355
2.4392300000000002,0.0128359,0.000267834
2.43964,0.0127622,0.000262002
2.43981,0.0140306,0.000204389
2.4400500000000003,0.012018,0.000257722
2.44087,0.0115297,0.000223856
2.44094,0.00914916,0.000221541
2.44185,0.00897366,0.000225521
2.44198,0.00737255,0.00021679
2.44289,0.00611842,0.000200537
2.4437699999999998,0.00573539,0.0001733
2.4439699999999998,0.00457237,0.000161783
2.44579,0.00321139,0.000161532
2.44771,0.00234095,0.000144697
2.4478899999999997,0.0018854,0.00013252
2.4498800000000003,0.00172245,0.000135886
2.45177,0.00153213,0.000102554
2.4522399999999998,0.00126796,0.000135434
2.45591,0.00111917,0.000106458
2.45808,0.00110493,0.00011189
2.45977,0.00088614,9.26818e-05
2.46186,0.00131975,0.000131175
2.46379,0.00127157,0.000111771
2.46584,0.00147048,0.000111298
2.4659,0.00209964,0.000120332
2.46629,0.00162216,0.000180502
2.46692,0.00203471,0.000168473
2.4674,0.00917066,0.000280437
2.46781,0.006906,0.000188246
2.4679699999999998,0.00768953,0.00027719
2.46845,0.00411142,0.000215473
2.46888,0.00443795,0.00022932
2.46936,0.00551979,0.000249293
2.46979,0.00932256,0.000253561
2.4698200000000003,0.00615913,0.000245246
2.47056,0.0087156,0.000275674
2.47097,0.00980671,0.0003038
2.47127,0.0100876,0.000307786
2.47177,0.00944796,0.000290598
2.47188,0.0110035,0.000262595
2.4724299999999997,0.00799872,0.000237992
2.4737600000000004,0.00475328,0.000239754
2.47378,0.00440408,0.000115623
2.4748,0.00294315,0.000195861
2.4758899999999997,0.00167131,0.000152666
2.47678,0.00144938,0.000140819
2.47777,0.00239914,9.739219999999999e-05
2.47783,0.00148061,0.00016413
2.47892,0.00168613,0.000182686
2.4798400000000003,0.00159799,0.00017933
2.47986,0.00215101,0.000103444
2.48095,0.00244187,8.87732e-05
2.48195,0.00223881,0.000182348
2.48197,0.00414348,0.000112397
2.48243,0.00693952,0.00016406
2.4825,0.00357536,0.00021651
2.48289,0.0144473,0.00029728
2.483,0.00637526,0.00026789
2.48344,0.0139764,0.00039859
2.48348,0.0635177,0.000799294
2.48392,0.117299,0.000970481
2.48392,0.0422055,0.0006958530000000001
2.48448,0.0594507,0.0008375969999999999
2.4845,0.0849975,0.0009046810000000001
2.48496,0.030405,0.000449781
2.48496,0.04466780000000001,0.000611246
2.48551,0.0153299,0.000218754
2.4857,0.0155605,0.000397705
2.48597,0.00984693,0.000195616
2.48643,0.00698643,0.000138136
2.4868,0.00640402,0.000254783
2.4868200000000003,0.0055432,0.000108092
2.4874699999999996,0.00374528,9.66575e-05
2.48791,0.00315155,9.36929e-05
2.48802,0.00273319,0.00018594
2.48894,0.0018528,0.000178328
2.489,0.00235471,9.29692e-05
2.48983,0.00123336,0.000151866
2.48992,0.00151142,7.19318e-05
2.4909499999999998,0.00111528,6.76163e-05
2.4918400000000003,0.00108454,7.42359e-05
2.49276,0.0008421689999999999,7.70664e-05
2.4949299999999996,0.00084704,6.5378e-05
2.49687,0.000549385,5.63872e-05
2.49932,0.0005813169999999999,5.25596e-05
2.51302,0.0130191,0.000392365
2.51498,0.00156544,0.000211101
