,a0,a1,a2,a3,a4,a0_err,a1_err,a2_err,a3_err,a4_err,Chi2,Pval,Chi2NDF
3.1471,0.0014137539015821599,-0.001968712542172568,0.002074452825514106,-0.0012464750170425587,0.0003689653182935293,0.0015275028009456477,0.0035461254779434455,0.0034325196821973296,0.0019414572582101156,0.0005404802763320222,8727.722986964895,0.0,4363.861493482447
3.1509,0.002407871940761641,-0.0043217349797106674,0.004153812118451672,-0.0022408175727280932,0.0005460396708091009,0.0014380495961086733,0.0033388102454563707,0.0032311300593262328,0.001829160756858208,0.0005103496632898318,43543.37278265127,0.0,21771.686391325635
3.1515,0.002209516775761644,-0.003956846078756904,0.004006203654133955,-0.00241951892272696,0.0006930069804713668,0.0014178065283830157,0.0032914862418736623,0.003189902817224568,0.0018093089278885131,0.0005046598315557663,42081.744687923754,0.0,21040.872343961877
3.1529,0.0029362355993496347,-0.0056340282875975145,0.00553034349455217,-0.003122242207135306,0.0008124951385780343,0.0013786972306238162,0.003201645836951955,0.00310191025562548,0.00175822847253608,0.0004910527129137022,87696.25060248784,0.0,43848.12530124392
3.1551,0.0017920779430031786,-0.0029870538169540772,0.002837379534661233,-0.0014815050972222243,0.0003256948751450828,0.00151965530417225,0.0035281856307297376,0.003415050604129261,0.0019306516203585155,0.0005367740905083282,18962.098182089543,0.0,9481.049091044772
3.1561,0.0009984671436701342,-0.0012039305750182194,0.0013016938010017576,-0.0008153743064212016,0.00023451361768223045,0.0018626571917919922,0.004326279873547799,0.00419003700501876,0.002371284032348787,0.0006613461462952554,2396.5261263924785,0.0,1198.2630631962393
3.1565,0.00020393056300438417,0.000686098678254643,-0.0005489801941638284,0.00021529348425497474,-5.638431369461849e-05,0.001224373413231673,0.002842608663925667,0.002754576399913033,0.0015616664239296763,0.0004355521008390276,1428.4514232560516,6.542061259616e-311,714.2257116280258
3.157,0.0021734324483320133,-0.0038861284857243383,0.0037845911232565754,-0.0021104889410509253,0.0005565326229235168,0.0009284188811399108,0.002155552003607405,0.002085955182786689,0.0011790372165980643,0.00032816342219175765,85017.43018225068,0.0,42508.71509112534
3.1573,0.0009504855464571582,-0.0011079332408461262,0.00126599041345421,-0.0008386305228436086,0.00025928912409448057,0.0013132739502170901,0.003049222029602566,0.0029541304277510318,0.0016740301382104665,0.0004666132489491535,4301.74055369284,0.0,2150.87027684642
3.1579,0.0007469149382031137,-0.0005529998553821525,0.0006335161228130382,-0.000383348890544144,8.427784823825113e-05,0.0010260439356269157,0.0023816503503287967,0.002306986516021866,0.001308083486105064,0.0003649755154587704,1760.1539275565576,0.0,880.0769637782788
3.1582,0.003716259859247839,-0.007400291722976959,0.007312605615828582,-0.00421145051344618,0.0011516455920079494,0.0018981874330567879,0.004406551417509112,0.004265457910985012,0.002414524508745408,0.0006726484099660269,75147.89968380242,0.0,37573.94984190121
3.1584,0.0004290724244053745,0.00020326213682753114,-5.149241615320932e-06,-0.0001145310526212695,8.160593297940055e-05,0.00130274501725408,0.003023757581322029,0.0029274979130801317,0.001657729653252076,0.00046226216292018923,116.9269498641628,4.070384577447158e-26,58.4634749320814
3.159,0.0006859035503306021,-0.00014835052159978268,0.0001981785980424977,-3.410600183417767e-05,-5.19187147824951e-05,0.0019853376635297487,0.004610363932633584,0.004463184904517396,0.002523844622381092,0.0007038028407798541,56.09708194304712,6.58678413266378e-13,28.04854097152356
3.1592,0.002925374488308541,-0.005245977730971019,0.005211552404694064,-0.0029797698614633106,0.0007920615945224418,0.001949303473585684,0.004526363736510965,0.00438368170446386,0.0024836182149073458,0.000692893854852161,37380.06686054237,0.0,18690.033430271185
3.1593,0.0007835058194319844,-0.0003349343828409346,0.0006148854680085858,-0.0005246789027489873,0.0002158511120572415,0.0016942780954672008,0.0039353628442222715,0.003813830594271067,0.002163560088715139,0.0006053524705752434,469.4555600789424,1.1455666963996215e-102,234.7277800394712
3.1596,0.002279789632607665,-0.0023934422021931745,0.0025621591315210246,-0.0014864760088109108,0.0005245472531378859,0.0025425487647863284,0.00590486390617207,0.005718022321223908,0.003237913379510824,0.000905049377532291,4821.620999215691,0.0,2410.8104996078455
3.1598,0.00969023485473297,-0.01669336835344648,0.016405747881336197,-0.009016601040133576,0.002555047167018598,0.0031788810081103125,0.00738061478665644,0.007145421501756399,0.0040459437794119315,0.0011304223162283127,136243.92829138343,0.0,68121.96414569172
3.1604,0.004055465155877069,-0.005237135186133557,0.005612496466421035,-0.003443942343127393,0.0011724509573681763,0.0019809058803214002,0.004600693214882904,0.0044597246948921195,0.002528856264772816,0.0007067118639668247,40989.08645123199,0.0,20494.543225615995
3.1608,0.0029954712634205904,-0.0024510626955693837,0.0027898606059526543,-0.0016954110555889024,0.0006743523348963221,0.002901350770561484,0.0067389276063441325,0.006526009703791284,0.0036945989054741374,0.0010308581122497821,4215.74970003148,0.0,2107.87485001574
