2.106856 0.000000 0.000407 0.000099
2.108034 0.000000 0.000336 0.000075
2.109105 0.000000 0.000187 0.000070
2.110176 0.000000 0.000238 0.000075
2.111247 0.000000 0.000289 0.000046
2.111782 0.000000 0.000566 0.000074
2.112317 0.000000 0.000893 0.000074
2.112638 0.000000 0.000793 0.000074
2.113922 0.000000 0.000460 0.000075
2.114992 0.000000 0.000448 0.000067
2.115955 0.000000 0.000569 0.000074
2.120125 0.000000 0.000420 0.000079
2.125572 0.000000 0.000485 0.000301
2.127601 0.000000 0.000319 0.000094
2.140287 0.000000 0.001241 0.000545
2.151137 0.000000 0.000180 0.000037
2.156130 0.000000 0.000273 0.000035
2.160800 0.000000 0.000294 0.000056
2.165573 0.000000 0.000410 0.000118
2.166209 0.000000 0.000235 0.000041
2.166633 0.000000 0.000934 0.000112
2.167057 0.000000 0.000938 0.000057
2.167163 0.000000 0.002162 0.000125
2.167586 0.000000 0.000865 0.000115
2.168222 0.000000 0.000423 0.000046
2.168646 0.000000 0.000379 0.000059
2.169176 0.000000 0.000315 0.000051
2.170341 0.000000 0.000189 0.000046
2.171506 0.000000 0.000271 0.000039
2.177751 0.000000 0.000332 0.000041
2.182615 0.000000 0.000363 0.000047
2.188003 0.000000 0.001199 0.000061
2.190853 0.000000 0.000592 0.000051
2.191487 0.000000 0.000553 0.000066
2.191592 0.000000 0.000708 0.000107
2.191909 0.000000 0.000612 0.000074
2.192014 0.000000 0.000671 0.000092
2.192542 0.000000 0.001124 0.000115
2.192648 0.000000 0.000573 0.000065
2.192964 0.000000 0.000881 0.000082
2.193070 0.000000 0.000614 0.000041
2.193386 0.000000 0.000675 0.000041
2.193597 0.000000 0.000759 0.000130
2.195496 0.000000 0.000646 0.000062
2.197816 0.000000 0.000706 0.000070
2.198764 0.000000 0.000799 0.000064
2.199291 0.000000 0.000704 0.000048
2.203822 0.000000 0.000787 0.000062
2.204033 0.000000 0.000871 0.000071
2.208033 0.000000 0.000954 0.000068
2.208139 0.000000 0.000943 0.000057
2.214555 0.000000 0.001117 0.000057
2.219494 0.000000 0.001373 0.000060
2.224535 0.000000 0.001424 0.000064
2.240469 0.000000 0.001481 0.000091
2.245597 0.000000 0.001325 0.000079
2.250721 0.000000 0.001164 0.000080
2.256154 0.000000 0.000982 0.000064
2.260957 0.000000 0.000893 0.000065
2.266068 0.000000 0.000837 0.000062
2.271906 0.000000 0.000860 0.000067
2.276801 0.000000 0.000901 0.000069
2.282629 0.000000 0.000965 0.000067
2.287828 0.000000 0.001288 0.000061
2.289595 0.000000 0.001569 0.000072
2.291881 0.000000 0.001944 0.000069
2.293750 0.000000 0.002676 0.000080
2.295931 0.000000 0.003772 0.000090
2.298007 0.000000 0.005610 0.000100
2.300290 0.000000 0.009034 0.000115
2.301846 0.000000 0.012163 0.000128
2.304335 0.000000 0.016879 0.000146
2.306201 0.000000 0.017819 0.000165
2.308378 0.000000 0.015465 0.000161
2.312626 0.000000 0.008266 0.000127
2.316871 0.000000 0.004536 0.000102
2.318631 0.000000 0.003906 0.000100
2.319872 0.000000 0.003465 0.000088
2.320804 0.000000 0.003280 0.000097
2.321941 0.000000 0.003047 0.000067
2.323183 0.000000 0.002998 0.000058
2.323596 0.000000 0.002974 0.000081
2.324217 0.000000 0.003050 0.000080
2.324630 0.000000 0.003363 0.000066
2.324941 0.000000 0.003647 0.000103
2.325147 0.000000 0.003631 0.000113
2.325768 0.000000 0.003519 0.000086
2.326181 0.000000 0.003111 0.000098
2.326698 0.000000 0.002772 0.000092
2.327215 0.000000 0.002511 0.000081
2.327835 0.000000 0.002348 0.000069
2.328249 0.000000 0.002252 0.000052
2.329075 0.000000 0.001992 0.000091
2.329179 0.000000 0.002037 0.000047
2.333311 0.000000 0.001742 0.000095
2.333414 0.000000 0.001649 0.000041
2.336925 0.000000 0.001501 0.000080
2.341362 0.000000 0.001361 0.000108
2.341465 0.000000 0.001345 0.000032
2.343219 0.000000 0.001270 0.000061
2.343632 0.000000 0.001303 0.000104
2.344972 0.000000 0.001317 0.000066
2.345694 0.000000 0.001322 0.000093
2.346519 0.000000 0.001405 0.000073
2.347859 0.000000 0.001507 0.000121
2.347962 0.000000 0.001389 0.000077
2.349405 0.000000 0.001428 0.000067
2.349611 0.000000 0.001343 0.000099
2.350435 0.000000 0.001506 0.000076
2.351157 0.000000 0.001549 0.000065
2.351878 0.000000 0.001493 0.000099
2.351981 0.000000 0.001641 0.000075
2.352805 0.000000 0.001570 0.000073
2.353629 0.000000 0.001765 0.000067
2.353938 0.000000 0.001812 0.000113
2.354144 0.000000 0.001887 0.000070
2.354762 0.000000 0.001977 0.000068
2.355277 0.000000 0.002163 0.000068
2.355792 0.000000 0.002321 0.000072
2.356101 0.000000 0.002375 0.000121
2.356512 0.000000 0.002532 0.000070
2.357027 0.000000 0.002589 0.000076
2.357542 0.000000 0.002771 0.000078
2.357851 0.000000 0.002786 0.000067
2.358468 0.000000 0.002864 0.000065
2.358983 0.000000 0.003014 0.000083
2.359395 0.000000 0.003167 0.000086
2.360115 0.000000 0.003490 0.000067
2.360733 0.000000 0.003899 0.000064
2.361247 0.000000 0.004591 0.000065
2.361453 0.000000 0.004202 0.000133
2.361762 0.000000 0.005275 0.000068
2.362276 0.000000 0.006298 0.000066
2.362790 0.000000 0.007497 0.000071
2.363202 0.000000 0.008690 0.000083
2.363716 0.000000 0.010388 0.000084
2.364128 0.000000 0.009585 0.000128
2.364333 0.000000 0.012339 0.000097
2.364745 0.000000 0.013752 0.000093
2.365259 0.000000 0.014619 0.000109
2.365773 0.000000 0.014367 0.000109
2.366390 0.000000 0.012916 0.000112
2.366904 0.000000 0.011330 0.000107
