,a0,a1,a2,a3,a4,a5,a0_err,a1_err,a2_err,a3_err,a4_err,a5_err,Chi2,Pval,Chi2NDF
2.3552,-0.0009242259290935806,0.0024029065706239194,-0.002621459321831665,0.0018334293856767658,-0.000849143013783249,0.00020260138230883407,0.003272802055742199,0.007868138058790929,0.008275456926821249,0.0055130548465211595,0.0023124512642549214,0.0004832304588143357,177634.26783812942,0.0,177634.26783812942
2.3557,0.0016451134013433233,-0.003797769462206446,0.003985144221607229,-0.0026412735625829242,0.001070836715519996,-0.00020636499956355747,0.0031450780754351502,0.007560282825646806,0.00795356166490217,0.0052992947630404515,0.0022231434589192146,0.00046507890827726493,574907.2069122252,0.0,574907.2069122252
2.356,-0.012404785482885927,0.02853003429572709,-0.027091965355793945,0.015293730307348596,-0.005019440249327545,0.0007382564734896846,0.0917571266545983,0.21224886775566854,0.2062446054449386,0.12139938676309181,0.04267792455880447,0.007035847171172616,4214844.533719462,,inf
2.3564,0.0004565630767521256,-0.0008711955216789136,0.0008503360828768791,-0.0005123811617693264,0.0001589271186428487,-8.447733927274825e-06,0.00329955916289005,0.00793285240630604,0.008345371172422216,0.005561705748420816,0.0023352816410414892,0.0004888199685746757,17307.841957230063,0.0,17307.841957230063
2.3569,0.0029872898084377653,-0.006926864745086192,0.007183559648929361,-0.004692097746035628,0.0018740340945520018,-0.00035596600867526806,0.0033792906847600807,0.008121209315950602,0.0085370988143375,0.005681825486695798,0.0023780230650952807,0.0004946880860384737,1193583.8933364023,0.0,1193583.8933364023
2.3574,0.0006881726234109209,-0.0013980392810424291,0.0014057263743865178,-0.0008698843169820947,0.00028764185275420573,-3.3004225023003375e-05,0.0036576611513033587,0.008791575606567846,0.009241882766787453,0.00614984868893677,0.0025770689895153577,0.0005385706785158865,34097.08879510743,0.0,34097.08879510743
2.3583,0.003504069797218179,-0.008210804927635706,0.008693303978454026,-0.00585947807042686,0.0024938077905161116,-0.0005253578353165977,0.003079470369758204,0.007402707473326992,0.007785947491000939,0.005186296652658382,0.0021761504628259962,0.0004557945658532851,1748265.8245642334,0.0,1748265.8245642334
2.3588,0.0005081487437053056,-0.0009546634976658197,0.0009213753376258182,-0.0005119577767231931,0.000135621015403542,-5.11227656097013e-06,0.0037109893834911902,0.008922229208923726,0.009387829626174182,0.006257419198538378,0.0026289990704875064,0.0005518767373641507,16733.84565307375,0.0,16733.84565307375
2.3592,0.0021767103220975415,-0.0049702513173883744,0.005110221724484276,-0.003261498686541131,0.00124701966290508,-0.00022390523471704782,0.003646596654926121,0.008766842623349416,0.009222645838733312,0.006146103681144697,0.002580386717888358,0.0005408069727171476,475719.852814573,0.0,475719.852814573
2.3605,0.0021557702910772747,-0.004940416163812245,0.0051307664304012235,-0.0033229893774358032,0.001318607463899113,-0.0002433233918211486,0.0026954900925820037,0.006479251859776046,0.006814856151388163,0.0045395095989504445,0.0019039517430142587,0.00039863281900198066,963614.8162306643,0.0,963614.8162306643
2.361,0.001294766434916994,-0.002909346243988864,0.0030898885400780784,-0.0020596414603168967,0.0008574590001368954,-0.000178689097511453,0.0026050510476963665,0.006263404954890894,0.006589553996067052,0.004391866288443135,0.0018444266556202594,0.00038689689364129927,370458.0401287094,0.0,370458.0401287094
2.3612,-0.00014455923757594746,0.0005156502171619337,-0.0004941820044486178,0.00028383166665513215,-8.690226866248096e-05,5.040577686077352e-06,0.00466076577156456,0.01120510292717853,0.011789305838441561,0.00785965390848263,0.0033038460022680313,0.0006947458933995441,2338.188068522894,0.0,2338.188068522894
2.3615,0.0021109225737276915,-0.004854411408146575,0.005078897124690229,-0.0033270934234668204,0.0013427171378681546,-0.0002542531980893048,0.002539421923966833,0.006105090446775279,0.0064228309569920785,0.004280482180513203,0.0017981060782060628,0.0003775646022027347,807252.811703488,0.0,807252.811703488
2.362,0.001677763678496369,-0.003822092383941822,0.004027898796472584,-0.0026698160800240345,0.0011004303916593017,-0.00022082551666546824,0.0023805551049152656,0.005722239516340379,0.00601732832515063,0.004006516565295188,0.0016801984747823952,0.0003517147961448107,651119.8975393213,0.0,651119.8975393213
2.3625,-0.0007386886166660389,0.00200343368247502,-0.002102403977559675,0.0014228234838213893,-0.0006082676881673521,0.00012803780922748809,0.00242525525639756,0.005832481832471327,0.006139032627588469,0.0040948886088217245,0.00172298579012253,0.0003628113396157733,187357.6688696963,0.0,187357.6688696963
2.3629,0.002196984461916074,-0.005014063082835918,0.005187332533076017,-0.0033095650599008763,0.0012676490949701247,-0.0002180332183554512,0.002719157760242956,0.00653744648995915,0.006878333584377904,0.004585242348685166,0.0019260257747298107,0.00040410310595359106,854347.7045827853,0.0,854347.7045827853
2.3634,0.0033914587668917306,-0.007892460561897963,0.0082697056402381,-0.005415802139545178,0.002196292626060359,-0.00043786259552042184,0.002637138159192474,0.006341446779205922,0.0066745487002704985,0.004451885420415466,0.0018724388285671723,0.0003936091688088311,2457580.480694876,0.0,2457580.480694876
2.3638,-0.004109431952135978,0.010050607531201905,-0.010414047428184858,0.006794320246092056,-0.002736601052115928,0.0005256747418498908,0.0038838991973418014,0.009342353763298518,0.009839078719792034,0.006569961161167287,0.0027691299382935045,0.0005845994546964274,2010725.9054993724,0.0,2010725.9054993724
2.364,0.0004968620781795607,-0.0009114709333921667,0.0009090641371969355,-0.0005009464501597449,0.00011651501512188744,1.5891495136199918e-05,0.0029538306885811753,0.007101281689041658,0.00746960668852222,0.00497723856317603,0.0020896077688299444,0.00043767149937079503,21526.78027869593,0.0,21526.78027869593
2.3644,0.003051056613166736,-0.007037791459833187,0.0073806898590618175,-0.00482937059959454,0.001949698659834631,-0.00037621621473665767,0.002829575095309574,0.006802284624750909,0.007154583079165959,0.004766011446052795,0.0020007316077688873,0.0004195574556109774,1343175.3067928078,0.0,1343175.3067928078
2.3649,0.0013553119031719518,-0.002964420051782213,0.0031669608413338324,-0.002101221258627106,0.0008594213196109202,-0.00017820720717703908,0.0031915098105319444,0.007673071212562167,0.008072460155487304,0.005379765669112679,0.002258869156533845,0.000473346418226519,256661.97730733262,0.0,256661.97730733262
2.3654,0.0033026976984569245,-0.007603957736368017,0.008000018390568187,-0.005248597315336667,0.0021317450140205807,-0.0004214349569268139,0.0032398871922750673,0.007791401386257464,0.008201320387134477,0.00547130632712834,0.0023014727860943694,0.00048381954778149234,1718487.9493874265,0.0,1718487.9493874265
2.366,0.0030974187046517443,-0.007034106536643492,0.007292733862882983,-0.004651806386686275,0.0017919138710391636,-0.0003153408675038438,0.003431103292584981,0.008251443037305451,0.00868685008161248,0.005796512144395457,0.002439345867637435,0.0005134967564928165,1306353.4968439797,0.0,1306353.4968439797
2.3665,0.003589144860598026,-0.00820290804072954,0.008569196659713896,-0.005560187262055649,0.002204576834348604,-0.00040993166820901816,0.0035104642699379895,0.008441082407842066,0.008882829782733432,0.005922870742486793,0.0024899294003045695,0.000523303162006264,1440118.0699086096,0.0,1440118.0699086096
2.3669,0.00012997449715967946,0.00012846973211821933,-0.00017688807972149334,0.00028542339228110336,-0.00026411159312100807,0.0001155728357596919,0.003654181749041667,0.008788788763042725,0.009253373103393268,0.006175669938902925,0.0025997448424036704,0.0005472588528851564,741.6153881439968,2.670125457486079e-163,741.6153881439968
