,a0,a1,a2,a0_err,a1_err,a2_err,Chi2,Pval,Chi2NDF
2.1184,3.238814634533039e-05,-3.144849792860007e-05,1.8931352827300137e-05,7.854428105480195e-06,1.4534128958661888e-05,1.1503898842198511e-05,0.7101421343935134,0.9500723246025901,0.17753553359837834
2.1195,2.6733434260545048e-05,-1.4256976846797543e-05,1.2627996620833196e-05,5.97896528815578e-06,1.598607457735351e-05,1.637106647415904e-05,3.739596315465362,0.4423930853524658,0.9348990788663405
2.1205,1.491351807497183e-05,3.6138507111346146e-06,-2.3344990459319066e-09,5.5474355873113795e-06,1.5862541760994737e-05,1.720213580557392e-05,1.4203281383137067,0.4915635404288623,0.7101640691568534
2.1215,1.8952718109132113e-05,-1.5154512819211864e-06,-3.2861819865025773e-07,5.944937876013182e-06,1.3740292858103796e-05,1.3672322676092423e-05,0.7126462464474176,0.8702254701758811,0.23754874881580587
2.1225,2.2999658266590828e-05,-3.1057203002898506e-07,-1.15152377671234e-06,3.6848217704616137e-06,8.307539510984848e-06,9.34627632321394e-06,1.725455967635002,0.7860884880932464,0.4313639919087505
2.123,4.506117128601384e-05,1.963024416015157e-06,-8.996228705844891e-07,5.883479105565255e-06,1.1397852215155171e-05,1.092276341247272e-05,1.021821598475234,0.906469267306965,0.2554553996188085
2.1235,7.109593759005542e-05,2.4307666484969844e-05,-2.044142461074823e-05,5.868919044803081e-06,1.1455121350489271e-05,1.4541507173747945e-05,1.2216699412857623,0.8745180793800938,0.3054174853214406
2.1238,6.309472347284594e-05,6.244202064561982e-06,-7.088439122250217e-06,5.927908389454211e-06,1.2631384853641887e-05,1.3630872960232828e-05,7.457757726235831,0.11358648889700153,1.8644394315589579
2.125,3.660722987631412e-05,2.4370856271623233e-06,-2.794753552530732e-06,5.990644284075082e-06,8.888743265642972e-06,1.2814210903796068e-05,1.3677183435050333,0.8497858633943891,0.3419295858762583
2.126,3.5615458574132006e-05,8.92767804569729e-06,-5.751795225771077e-06,5.333835250711131e-06,9.559115004621038e-06,1.3586675203387467e-05,1.464987151167971,0.8328249260735245,0.36624678779199277
2.1269,4.524244185497327e-05,-4.125588841403113e-06,1.3565995912153943e-06,5.868487058187354e-06,1.2032692702628782e-05,1.2561309440318632e-05,2.6355313624770322,0.6205419759471165,0.6588828406192581
2.1308,3.3417567031112286e-05,1.4675523081884777e-05,-1.4567474703617653e-05,6.269062614173869e-06,1.2411815116271885e-05,1.6115047133253945e-05,0.1242257566209843,0.9887795915881218,0.0414085855403281
2.1359,3.8576618189597926e-05,-1.4720515582692548e-05,1.7058017254166627e-05,2.396572855713784e-05,4.412177530971903e-05,4.699840452797493e-05,0.1674543522490932,0.6823841862287523,0.1674543522490932
2.1378,2.5394030635854894e-05,-2.4004547520333555e-05,1.2402404607771059e-05,7.516767107109129e-06,1.3532730395890893e-05,1.1935494951934976e-05,2.033796756227232,0.36171510559843395,1.016898378113616
2.1418,4.217478531259259e-06,-1.2473574216720004e-05,0.00023334862496101564,0.00010760841950489885,0.00012692210332069406,0.00031342410944720144,1.6392067382301378e-28,,inf
2.1459,6.559949568576658e-05,-4.90694811840678e-05,6.209536992586519e-05,0.00010960075039960135,0.00010026650619486462,0.0003115517423560672,3.292968438161749e-29,,-3.292968438161749e-29
2.1497,9.877454479049951e-05,-1.6114111605475203e-05,-7.309760158196344e-05,4.333373609219772e-05,6.21171574855075e-05,5.2513714794069505e-05,8.219493155640416e-28,,inf
2.1599,1.435306697258964e-05,-8.773606343193398e-06,1.2640277390682175e-06,2.907785380549601e-06,6.3567630174306195e-06,7.3175316009187725e-06,0.7964594175160923,0.8503137053433372,0.2654864725053641
2.1646,2.1714002466388966e-05,8.049997237217544e-06,-9.751961850770806e-06,2.8007138340748173e-06,5.225478002911396e-06,6.0680194097228585e-06,0.7163166266833739,0.9493016094465341,0.17907915667084348
2.169,2.3393180271202992e-05,-3.493671806960459e-06,2.6381025967963536e-06,4.4379812167229004e-06,9.297915686766029e-06,7.453540576915186e-06,0.7831410010344578,0.9406938528365927,0.19578525025861446
2.1735,3.263467644093924e-05,-1.8752632646704737e-05,7.60210522167414e-06,9.390814626917687e-06,2.029118514663704e-05,1.6975066321660694e-05,0.0011253393904198405,0.9732391210705373,0.0011253393904198405
